account,URL,type,field
BertelsmannSt,http://twitter.com/BertelsmannSt,2,E
Ayto_Marbella,http://twitter.com/Ayto_Marbella,2,A
Ayt_DosHermanas,http://twitter.com/Ayt_DosHermanas,2,A
TMB_Barcelona,http://twitter.com/TMB_Barcelona,2,A
CEUAndalucia,http://twitter.com/CEUAndalucia,2,E
FundEduardSoler,http://twitter.com/FundEduardSoler,2,E
montse_milan,http://twitter.com/montse_milan,1,C
estellaacosta5,http://twitter.com/estellaacosta5,1,D
SalesianosMLG,http://twitter.com/SalesianosMLG,2,C
tonirecio,http://twitter.com/tonirecio,1,B
Interconexiona,http://twitter.com/Interconexiona,2,F
JosepMPique,http://twitter.com/JosepMPique,1,B
lugaricano,http://twitter.com/lugaricano,1,C
clubantares_,http://twitter.com/clubantares_,2,B
cifupresidenta,http://twitter.com/cifupresidenta,2,F
ViveroCarabanch,http://twitter.com/ViveroCarabanch,2,A
APeavera,http://twitter.com/APeavera,2,C
MarcialMarin,http://twitter.com/MarcialMarin,1,A
Alonso10Tomas,http://twitter.com/Alonso10Tomas,1,C
esBritish,http://twitter.com/esBritish,2,C
CET_Center,http://twitter.com/CET_Center,2,C
Zesnaola,http://twitter.com/Zesnaola,1,C
albertofabra,http://twitter.com/albertofabra,1,A
GIPHY,http://twitter.com/GIPHY,2,F
patriperal,http://twitter.com/patriperal,1,D
SelenneMoon,http://twitter.com/SelenneMoon,1,C
angeldp,http://twitter.com/angeldp,1,C
AFEMCUAL,http://twitter.com/AFEMCUAL,2,E
aec_es,http://twitter.com/aec_es,2,E
uvic_cp,http://twitter.com/uvic_cp,2,C
EdPolicyReview,http://twitter.com/EdPolicyReview,2,F
prendizext,http://twitter.com/prendizext,2,A
Riojaforum,http://twitter.com/Riojaforum,2,A
KREASFP,http://twitter.com/KREASFP,2,E
Nb_Barniol,http://twitter.com/Nb_Barniol,1,C
SaucedoSilv,http://twitter.com/SaucedoSilv,1,F
Tikci,http://twitter.com/Tikci,2,C
france_espagne,http://twitter.com/france_espagne,2,A
haraldsteffen,http://twitter.com/haraldsteffen,DESC,DESC
lescalanteleno,http://twitter.com/lescalanteleno,1,B
EduardPalleja,http://twitter.com/EduardPalleja,1,E
somosfpdual,http://twitter.com/somosfpdual,DESC,DESC
FP_Dual,http://twitter.com/FP_Dual,DESC,DESC
MaraPrezAlonso,http://twitter.com/MaraPrezAlonso,DESC,DESC
JesuitesEdu,http://twitter.com/JesuitesEdu,2,C
MediadorSeguros,http://twitter.com/MediadorSeguros,2,D
raulmatres,http://twitter.com/raulmatres,1,C
SKBF_nat,http://twitter.com/SKBF_nat,2,C
amade_mad,http://twitter.com/amade_mad,2,D
iDEAfpdual,http://twitter.com/iDEAfpdual,2,B
CatCante,http://twitter.com/CatCante,1,C
saloensenyament,http://twitter.com/saloensenyament,2,F
ctifmadrideste,http://twitter.com/ctifmadrideste,2,C
HaysEspana,http://twitter.com/HaysEspana,2,B
CoTutorEU,http://twitter.com/CoTutorEU,2,E
elmundo,http://twitter.com/elmundo,2,F
Paloma_Donaire,http://twitter.com/Paloma_Donaire,DESC,DESC
MAITEDEVAL,http://twitter.com/MAITEDEVAL,DESC,DESC
PedroFe09604647,http://twitter.com/PedroFe09604647,DESC,DESC
ibalears,http://twitter.com/ibalears,DESC,DESC
Isabel_Gonzal,http://twitter.com/Isabel_Gonzal,1,C
edulcoro,http://twitter.com/edulcoro,1,C
oscarboluda,http://twitter.com/oscarboluda,1,C
aarranzcad,http://twitter.com/aarranzcad,1,C
FOLanodetal,http://twitter.com/FOLanodetal,1,C
raiabril,http://twitter.com/raiabril,1,C
iElenaR,http://twitter.com/iElenaR,1,C
jmalex,http://twitter.com/jmalex,1,C
amiguel_FP,http://twitter.com/amiguel_FP,1,C
antonio_guirao,http://twitter.com/antonio_guirao,1,C
malonsorosa,http://twitter.com/malonsorosa,1,C
Luisdsma,http://twitter.com/Luisdsma,1,C
rammurgia,http://twitter.com/rammurgia,1,C
xarxatic,http://twitter.com/xarxatic,1,C
AnicetoRamirez,http://twitter.com/AnicetoRamirez,1,C
carlosprieto71,http://twitter.com/carlosprieto71,1,C
magargalvez,http://twitter.com/magargalvez,1,C
manuelcaba,http://twitter.com/manuelcaba,1,C
JavierJuanPerez,http://twitter.com/JavierJuanPerez,1,C
emilio_daz,http://twitter.com/emilio_daz,1,C
LolaPSageras,http://twitter.com/LolaPSageras,1,C
ProfeFme,http://twitter.com/ProfeFme,1,C
MarketTeacher,http://twitter.com/MarketTeacher,1,C
Xabier_Egibide,http://twitter.com/Xabier_Egibide,1,C
carlostessier,http://twitter.com/carlostessier,1,C
pdrobarahona,http://twitter.com/pdrobarahona,1,C
J_A_Mata,http://twitter.com/J_A_Mata,1,C
Jose_GROG,http://twitter.com/Jose_GROG,1,C
javiercueli,http://twitter.com/javiercueli,1,C
ricardcoma,http://twitter.com/ricardcoma,1,C
djangulo72,http://twitter.com/djangulo72,1,C
jesus_fol,http://twitter.com/jesus_fol,1,C
AlfonsoVBustos,http://twitter.com/AlfonsoVBustos,1,C
aalmarazmar,http://twitter.com/aalmarazmar,1,C
macrespop,http://twitter.com/macrespop,1,C
joserodrigocp,http://twitter.com/joserodrigocp,1,C
orientaedu,http://twitter.com/orientaedu,1,C
sergiflags,http://twitter.com/sergiflags,1,C
Luckylluch,http://twitter.com/Luckylluch,1,C
ilucast38,http://twitter.com/ilucast38,1,C
SaraSacristan,http://twitter.com/SaraSacristan,1,C
orientafp,http://twitter.com/orientafp,1,C
tecnifor,http://twitter.com/tecnifor,1,C
Macrespopz,http://twitter.com/Macrespopz,1,C
ritoau,http://twitter.com/ritoau,1,C
srojascarlos,http://twitter.com/srojascarlos,1,C
jalvmes,http://twitter.com/jalvmes,1,C
florent_santos,http://twitter.com/florent_santos,1,C
rafacampa,http://twitter.com/rafacampa,1,C
pacocanom,http://twitter.com/pacocanom,1,C
lbarroso,http://twitter.com/lbarroso,1,C
ppenalvera,http://twitter.com/ppenalvera,1,C
VillaroRosa,http://twitter.com/VillaroRosa,1,C
marn_maite,http://twitter.com/marn_maite,1,C
rosaprats,http://twitter.com/rosaprats,1,C
PepeMe,http://twitter.com/PepeMe,1,C
csernis,http://twitter.com/csernis,1,C
cccesssarrr,http://twitter.com/cccesssarrr,1,C
slorenzom,http://twitter.com/slorenzom,1,B
Tanja_AHK,http://twitter.com/Tanja_AHK,1,B
MaryamBlanes,http://twitter.com/MaryamBlanes,1,B
Naboan,http://twitter.com/Naboan,1,B
garcguti,http://twitter.com/garcguti,1,B
eduestevezg,http://twitter.com/eduestevezg,1,B
JCTH2007,http://twitter.com/JCTH2007,1,B
Dircom_CEOE,http://twitter.com/Dircom_CEOE,1,B
llucpeclim,http://twitter.com/llucpeclim,1,B
AmaliaBlanco2,http://twitter.com/AmaliaBlanco2,1,B
bmartinsanz,http://twitter.com/bmartinsanz,1,B
juancarcubeiro,http://twitter.com/juancarcubeiro,1,B
VivianFrancos,http://twitter.com/VivianFrancos,1,B
ManuelCermeron,http://twitter.com/ManuelCermeron,1,B
silvibag,http://twitter.com/silvibag,2,B
rosaallegue,http://twitter.com/rosaallegue,1,B
ToniMi,http://twitter.com/ToniMi,1,B
juannietogarcia,http://twitter.com/juannietogarcia,1,B
guelbenzu,http://twitter.com/guelbenzu,1,B
CarmenChicharro,http://twitter.com/CarmenChicharro,1,B
CatalinaAlemany,http://twitter.com/CatalinaAlemany,1,B
OlgaGarcasaz1,http://twitter.com/OlgaGarcasaz1,1,B
mariannethyssen,http://twitter.com/mariannethyssen,1,A
FeriaAula,http://twitter.com/FeriaAula,2,F
LaRedDual,http://twitter.com/LaRedDual,2,F
FEmLlobregat,http://twitter.com/FEmLlobregat,2,F
CIEMEDUMA,http://twitter.com/CIEMEDUMA,2,F
Fira_Barcelona,http://twitter.com/Fira_Barcelona,2,F
CincoDiascom,http://twitter.com/CincoDiascom,2,F
elmundoes,http://twitter.com/elmundoes,2,F
el_pais,http://twitter.com/el_pais,2,F
LaVanguardia,http://twitter.com/LaVanguardia,2,F
abc_es,http://twitter.com/abc_es,2,F
expansioncom,http://twitter.com/expansioncom,2,F
elEconomistaes,http://twitter.com/elEconomistaes,2,F
elpais_economia,http://twitter.com/elpais_economia,2,F
20m,http://twitter.com/20m,2,F
FPdual,http://twitter.com/FPdual,2,F
Magisnet,http://twitter.com/Magisnet,2,F
eldiarioes,http://twitter.com/eldiarioes,2,F
YouTube,http://twitter.com/YouTube,2,F
laverdad_es,http://twitter.com/laverdad_es,2,F
elperiodico,http://twitter.com/elperiodico,2,F
informacion_es,http://twitter.com/informacion_es,2,F
EquiposyTalento,http://twitter.com/EquiposyTalento,2,F
lanuevaespana,http://twitter.com/lanuevaespana,2,F
levante_emv,http://twitter.com/levante_emv,2,F
europapress_es,http://twitter.com/europapress_es,2,F
DiarioSUR,http://twitter.com/DiarioSUR,2,F
elcomerciodigit,http://twitter.com/elcomerciodigit,2,F
la_informacion,http://twitter.com/la_informacion,2,F
cyleconomica,http://twitter.com/cyleconomica,2,F
diariolaopinion,http://twitter.com/diariolaopinion,2,F
lasprovincias,http://twitter.com/lasprovincias,2,F
diariosevilla,http://twitter.com/diariosevilla,2,F
deia_bizkaia,http://twitter.com/deia_bizkaia,2,F
libertaddigital,http://twitter.com/libertaddigital,2,F
wordpressdotcom,http://twitter.com/wordpressdotcom,2,F
elespanolcom,http://twitter.com/elespanolcom,2,F
CAPITALRADIOB,http://twitter.com/CAPITALRADIOB,2,F
La_SER,http://twitter.com/La_SER,2,F
RRHHDigital,http://twitter.com/RRHHDigital,2,F
elempresariocom,http://twitter.com/elempresariocom,2,F
elcorreo_com,http://twitter.com/elcorreo_com,2,F
NotGip,http://twitter.com/NotGip,2,F
diariovasco,http://twitter.com/diariovasco,2,F
AQHT_TVE,http://twitter.com/AQHT_TVE,2,F
diariomallorca,http://twitter.com/diariomallorca,2,F
lariojacom,http://twitter.com/lariojacom,2,F
elconfidencial,http://twitter.com/elconfidencial,2,F
marcaempleo,http://twitter.com/marcaempleo,2,F
diariodeleon,http://twitter.com/diariodeleon,2,F
finanzascom,http://twitter.com/finanzascom,2,F
RRHHpress,http://twitter.com/RRHHpress,2,F
opiniondemalaga,http://twitter.com/opiniondemalaga,2,F
lamarea_com,http://twitter.com/lamarea_com,2,F
NoticiasNavarra,http://twitter.com/NoticiasNavarra,2,F
rtve,http://twitter.com/rtve,2,F
europapress,http://twitter.com/europapress,2,F
diariodeburgos,http://twitter.com/diariodeburgos,2,F
ecoAula,http://twitter.com/ecoAula,2,F
PortalAlemania,http://twitter.com/PortalAlemania,2,F
nuevatribuna,http://twitter.com/nuevatribuna,2,F
epmediterraneo,http://twitter.com/epmediterraneo,2,F
larazon_es,http://twitter.com/larazon_es,2,F
EPCatalunya,http://twitter.com/EPCatalunya,2,F
eldigitalCLM,http://twitter.com/eldigitalCLM,2,F
T_interesa,http://twitter.com/T_interesa,2,F
DualFP,http://twitter.com/DualFP,2,F
ORH_RH,http://twitter.com/ORH_RH,2,F
24clm,http://twitter.com/24clm,2,F
EFEempresas,http://twitter.com/EFEempresas,2,F
FPactual,http://twitter.com/FPactual,2,F
Corresponsables,http://twitter.com/Corresponsables,2,F
Avilared,http://twitter.com/Avilared,2,F
TrabajarEuropa,http://twitter.com/TrabajarEuropa,2,F
NavarraCapital,http://twitter.com/NavarraCapital,2,F
Enclmdiario,http://twitter.com/Enclmdiario,2,F
ondacerogijon,http://twitter.com/ondacerogijon,2,F
ADocenteRevista,http://twitter.com/ADocenteRevista,2,F
Economia_3,http://twitter.com/Economia_3,2,F
EmpresariosDHen,http://twitter.com/EmpresariosDHen,2,F
Farodevigo,http://twitter.com/Farodevigo,2,F
CursosCPyFP,http://twitter.com/CursosCPyFP,2,F
EPeducacion,http://twitter.com/EPeducacion,2,F
diaridtarragona,http://twitter.com/diaridtarragona,2,F
portalparados,http://twitter.com/portalparados,2,F
OndaCero_es,http://twitter.com/OndaCero_es,2,F
iniciaFP,http://twitter.com/iniciaFP,2,F
innovacion_edu,http://twitter.com/innovacion_edu,2,F
CompromisoRSE,http://twitter.com/CompromisoRSE,2,F
EPCLM,http://twitter.com/EPCLM,2,F
antena3com,http://twitter.com/antena3com,2,F
lavozdegalicia,http://twitter.com/lavozdegalicia,2,F
cordoba,http://twitter.com/cordoba,2,F
A3Noticias,http://twitter.com/A3Noticias,2,F
Infoempleo,http://twitter.com/Infoempleo,2,F
elecodiario,http://twitter.com/elecodiario,2,F
Zamora24horas,http://twitter.com/Zamora24horas,2,F
M21madrid,http://twitter.com/M21madrid,2,F
La_Cerca,http://twitter.com/La_Cerca,2,F
VIAEmpresa,http://twitter.com/VIAEmpresa,2,F
emagister,http://twitter.com/emagister,2,F
Murdiario,http://twitter.com/Murdiario,2,F
Rioja2,http://twitter.com/Rioja2,2,F
alicanteplaza,http://twitter.com/alicanteplaza,2,F
ParaTodosLa2,http://twitter.com/ParaTodosLa2,2,F
eleconomista,http://twitter.com/eleconomista,2,F
DiariTreball,http://twitter.com/DiariTreball,2,F
objetivoempleo,http://twitter.com/objetivoempleo,2,F
Cambio16,http://twitter.com/Cambio16,2,F
desdeSoria,http://twitter.com/desdeSoria,2,F
ABC_CValenciana,http://twitter.com/ABC_CValenciana,2,F
encuentratufp,http://twitter.com/encuentratufp,2,F
pulsogestiona,http://twitter.com/pulsogestiona,2,F
imancorp_fdn,http://twitter.com/imancorp_fdn,2,E
amadipesment,http://twitter.com/amadipesment,2,E
fundacionexit,http://twitter.com/fundacionexit,2,E
ocdeenespanol,http://twitter.com/ocdeenespanol,2,E
FBertelsmann,http://twitter.com/FBertelsmann,2,E
DualizaBankia,http://twitter.com/DualizaBankia,2,E
FundATRESMEDIA,http://twitter.com/FundATRESMEDIA,2,E
Descubrela_FP,http://twitter.com/Descubrela_FP,2,E
fundaciobcnfp,http://twitter.com/fundaciobcnfp,2,E
FPdGi,http://twitter.com/FPdGi,2,E
Fund_Laboral,http://twitter.com/Fund_Laboral,2,E
FMahouSanMiguel,http://twitter.com/FMahouSanMiguel,2,E
fmapfre,http://twitter.com/fmapfre,2,E
socialfedea,http://twitter.com/socialfedea,2,E
aemprende,http://twitter.com/aemprende,2,E
Alianzafpdual,http://twitter.com/Alianzafpdual,2,E
CdEconomia,http://twitter.com/CdEconomia,2,E
Fundae_es,http://twitter.com/Fundae_es,2,E
cadecordobaAE,http://twitter.com/cadecordobaAE,2,E
FundacioBofill,http://twitter.com/FundacioBofill,2,E
Cotec_Innova,http://twitter.com/Cotec_Innova,2,E
frdelpino,http://twitter.com/frdelpino,2,E
cademalaga,http://twitter.com/cademalaga,2,E
fguma,http://twitter.com/fguma,2,E
IPPR,http://twitter.com/IPPR,2,E
e_bertelsmann,http://twitter.com/e_bertelsmann,2,E
UGT_Comunica,http://twitter.com/UGT_Comunica,2,D
CCOO,http://twitter.com/CCOO,2,D
ugtcatalunya,http://twitter.com/ugtcatalunya,2,D
fsiemadrid,http://twitter.com/fsiemadrid,2,D
ccoocatalunya,http://twitter.com/ccoocatalunya,2,D
CCOOeducacio,http://twitter.com/CCOOeducacio,2,D
fsie_nacional,http://twitter.com/fsie_nacional,2,D
CCOOFP,http://twitter.com/CCOOFP,2,D
UGTCyL,http://twitter.com/UGTCyL,2,D
FpUgt,http://twitter.com/FpUgt,2,D
usocatalunya,http://twitter.com/usocatalunya,2,D
practiquem,http://twitter.com/practiquem,2,D
SoyPublica,http://twitter.com/SoyPublica,2,C
YoEPublica,http://twitter.com/YoEPublica,2,C
VenaMareaVerde,http://twitter.com/VenaMareaVerde,2,C
EdukFuenla,http://twitter.com/EdukFuenla,2,C
Msepa_Asturias,http://twitter.com/Msepa_Asturias,2,C
mejoraep,http://twitter.com/mejoraep,2,C
redfp,http://twitter.com/redfp,2,C
ikaslanaraba,http://twitter.com/ikaslanaraba,2,C
gredossandiego,http://twitter.com/gredossandiego,2,C
InnovacionFP,http://twitter.com/InnovacionFP,2,C
fundacionsafa,http://twitter.com/fundacionsafa,2,C
educsi,http://twitter.com/educsi,2,C
SalesianosEs,http://twitter.com/SalesianosEs,2,C
lasallearlep,http://twitter.com/lasallearlep,2,C
Aprendemas,http://twitter.com/Aprendemas,2,C
EDUCAWEB,http://twitter.com/EDUCAWEB,2,C
titulosfp,http://twitter.com/titulosfp,2,C
FPlandia,http://twitter.com/FPlandia,2,C
GestionaHijos,http://twitter.com/GestionaHijos,2,C
AvanzaETC,http://twitter.com/AvanzaETC,2,C
fp_empresa,http://twitter.com/fp_empresa,2,C
HETELFP,http://twitter.com/HETELFP,2,C
CECEducacion,http://twitter.com/CECEducacion,2,C
JulenElgeta,http://twitter.com/JulenElgeta,2,C
IkaslanBizkaia,http://twitter.com/IkaslanBizkaia,2,C
AiceIzea,http://twitter.com/AiceIzea,2,C
efasclm,http://twitter.com/efasclm,2,C
TeideHease,http://twitter.com/TeideHease,2,C
jesuitesFP,http://twitter.com/jesuitesFP,2,C
UECoE3,http://twitter.com/UECoE3,2,C
ecatolicmadrid,http://twitter.com/ecatolicmadrid,2,C
ecatolicas,http://twitter.com/ecatolicas,2,C
Red_EQAp,http://twitter.com/Red_EQAp,2,C
CECEMADRID,http://twitter.com/CECEMADRID,2,C
CampusEUSA,http://twitter.com/CampusEUSA,2,C
ITAINNOVA,http://twitter.com/ITAINNOVA,2,C
floridauni,http://twitter.com/floridauni,2,C
PTAMalaga,http://twitter.com/PTAMalaga,2,C
CultivosF,http://twitter.com/CultivosF,2,C
tknika,http://twitter.com/tknika,2,C
universidadcjc,http://twitter.com/universidadcjc,2,C
UEuropea,http://twitter.com/UEuropea,2,C
UNIRuniversidad,http://twitter.com/UNIRuniversidad,2,C
ufvmadrid,http://twitter.com/ufvmadrid,2,C
IISLaFe,http://twitter.com/IISLaFe,2,C
UABBarcelona,http://twitter.com/UABBarcelona,2,C
Leitat,http://twitter.com/Leitat,2,C
PCTcartuja,http://twitter.com/PCTcartuja,2,C
Ivie_news,http://twitter.com/Ivie_news,2,C
U_tad,http://twitter.com/U_tad,2,C
InfoUMA,http://twitter.com/InfoUMA,2,C
LoyolaAnd,http://twitter.com/LoyolaAnd,2,C
Eurecat_news,http://twitter.com/Eurecat_news,2,C
UCOMILLAS,http://twitter.com/UCOMILLAS,2,C
oalpick,http://twitter.com/oalpick,1,A
prsardinero,http://twitter.com/prsardinero,1,A
cpilosenlaces,http://twitter.com/cpilosenlaces,2,C
EFEescuela,http://twitter.com/EFEescuela,2,C
CEOE_FORMACION,http://twitter.com/CEOE_FORMACION,2,B
salesianssarria,http://twitter.com/salesianssarria,2,C
ceoeformacion,http://twitter.com/ceoeformacion,2,C
XabecCF,http://twitter.com/XabecCF,2,C
IESFernandoIII,http://twitter.com/IESFernandoIII,2,C
iescartuja,http://twitter.com/iescartuja,2,C
fpiescampa,http://twitter.com/fpiescampa,2,C
iesClaraDelRey,http://twitter.com/iesClaraDelRey,2,C
_EscueladelAgua,http://twitter.com/_EscueladelAgua,2,C
hecansa,http://twitter.com/hecansa,2,C
cepmalaga,http://twitter.com/cepmalaga,2,C
fpdual_iesvelez,http://twitter.com/fpdual_iesvelez,2,C
Salesian_Boscos,http://twitter.com/Salesian_Boscos,2,C
CentroZalima,http://twitter.com/CentroZalima,2,C
cifpa_aragon,http://twitter.com/cifpa_aragon,2,C
CIFP_PRV,http://twitter.com/CIFP_PRV,2,C
cesurformacion,http://twitter.com/cesurformacion,2,C
EHTSIMONEORTEGA,http://twitter.com/EHTSIMONEORTEGA,2,C
IMH_Elgoibar,http://twitter.com/IMH_Elgoibar,2,C
insperemartell,http://twitter.com/insperemartell,2,C
FEDA_Madrid_,http://twitter.com/FEDA_Madrid_,2,C
IESCosmeGarcia,http://twitter.com/IESCosmeGarcia,2,C
CFSomorrostro,http://twitter.com/CFSomorrostro,2,C
EdTbarcelona,http://twitter.com/EdTbarcelona,2,C
albaydar,http://twitter.com/albaydar,2,C
SalesianosPam,http://twitter.com/SalesianosPam,2,C
iestomvalmadrid,http://twitter.com/iestomvalmadrid,2,C
cpifppiramide,http://twitter.com/cpifppiramide,2,C
lalaboralcifp,http://twitter.com/lalaboralcifp,2,C
cifpcarlos3,http://twitter.com/cifpcarlos3,2,C
fpbidasoa,http://twitter.com/fpbidasoa,2,C
pitxorierri,http://twitter.com/pitxorierri,2,C
SAFAICET,http://twitter.com/SAFAICET,2,C
EFALASERNA,http://twitter.com/EFALASERNA,2,C
EpAlcazaren,http://twitter.com/EpAlcazaren,2,C
automociondual,http://twitter.com/automociondual,2,C
EfaValdemilanos,http://twitter.com/EfaValdemilanos,2,C
grado_superior,http://twitter.com/grado_superior,2,C
FPJROtero,http://twitter.com/FPJROtero,2,C
centro_sanluis,http://twitter.com/centro_sanluis,2,C
fpcatarroja,http://twitter.com/fpcatarroja,2,C
AulaMentorEcija,http://twitter.com/AulaMentorEcija,2,C
Hotecma1,http://twitter.com/Hotecma1,2,C
